sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
nice app but cut the ads n the use of baby shark shopee song its a turn off,"['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nice', 'app', 'but', 'cut', 'the', 'ads', 'n', 'the', 'use', 'of', 'baby', 'shark', 'shopee', 'song', 'its', 'a', 'turn', 'off']",['ads'],[[5]],['Negative'],"[[0.9921900629997253, 0.0035970297176390886, 0.004212797619402409]]",[0.9922]
"quality , good , material , good . I ' ve bought this shop twice , cloth pants , cheap price","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['quality', ',', 'good', ',', 'material', ',', 'good', '.', 'I', ""'"", 've', 'bought', 'this', 'shop', 'twice', ',', 'cloth', 'pants', ',', 'cheap', 'price']","['material', 'price']","[[4], [20]]","['Positive', 'Positive']","[[0.000592150550801307, 0.00045373447937890887, 0.9989540576934814], [0.0021476787514984608, 0.000521824520546943, 0.9973305463790894]]","[0.999, 0.9973]"
sign in with facebook i need to update my phone number but always cant said its been use,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['sign', 'in', 'with', 'facebook', 'i', 'need', 'to', 'update', 'my', 'phone', 'number', 'but', 'always', 'cant', 'said', 'its', 'been', 'use']",['facebook'],[[3]],['Neutral'],"[[0.01838836632668972, 0.9721105098724365, 0.009501191787421703]]",[0.9721]
fun shopping and good discount,"['O', 'O', 'O', 'O', 'B-ASP']","['fun', 'shopping', 'and', 'good', 'discount']",['discount'],[[4]],['Positive'],"[[0.0015186398522928357, 0.0007890554843470454, 0.997692346572876]]",[0.9977]
materialgood comfortabilitygood every test in life makes us bitter or better every problem comes to make us or break us the choice is ours to become victims or victorious mufti ismail menk,"['B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['materialgood', 'comfortabilitygood', 'every', 'test', 'in', 'life', 'makes', 'us', 'bitter', 'or', 'better', 'every', 'problem', 'comes', 'to', 'make', 'us', 'or', 'break', 'us', 'the', 'choice', 'is', 'ours', 'to', 'become', 'victims', 'or', 'victorious', 'mufti', 'ismail', 'menk']",['materialgood comfortabilitygood'],"[[0, 1]]",['Negative'],"[[0.868724524974823, 0.02379712648689747, 0.1074783205986023]]",[0.8687]
rubber cloth material can match the price,"['B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O']","['rubber', 'cloth', 'material', 'can', 'match', 'the', 'price']","['rubber', 'material']","[[0], [2]]","['Positive', 'Positive']","[[0.0010064266389235854, 0.007720231544226408, 0.9912733435630798], [0.0006824950105510652, 0.0055275559425354, 0.9937899708747864]]","[0.9913, 0.9938]"
qualitygood this is my second time buying sony headphones my first one broke after 7 months of wearing it bcz i sat on it actually i want to buy other headphone but sony is still the best,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['qualitygood', 'this', 'is', 'my', 'second', 'time', 'buying', 'sony', 'headphones', 'my', 'first', 'one', 'broke', 'after', '7', 'months', 'of', 'wearing', 'it', 'bcz', 'i', 'sat', 'on', 'it', 'actually', 'i', 'want', 'to', 'buy', 'other', 'headphone', 'but', 'sony', 'is', 'still', 'the', 'best']",['qualitygood'],[[0]],['Positive'],"[[0.004806967452168465, 0.005467737093567848, 0.9897253513336182]]",[0.9897]
good easy to navigate,"['O', 'O', 'O', 'B-ASP']","['good', 'easy', 'to', 'navigate']",['navigate'],[[3]],['Positive'],"[[0.004593907855451107, 0.0008134498493745923, 0.9945926070213318]]",[0.9946]
"the process is fast and the item has been received in good condition , only the size in kg and the height and length are very confusing","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O']","['the', 'process', 'is', 'fast', 'and', 'the', 'item', 'has', 'been', 'received', 'in', 'good', 'condition', ',', 'only', 'the', 'size', 'in', 'kg', 'and', 'the', 'height', 'and', 'length', 'are', 'very', 'confusing']","['size', 'height', 'length']","[[16], [21], [23]]","['Negative', 'Negative', 'Negative']","[[0.9951600432395935, 0.0037579836789518595, 0.0010818983428180218], [0.9972432851791382, 0.0023880780208855867, 0.00036866485606878996], [0.9975504279136658, 0.002103945938870311, 0.0003455774567555636]]","[0.9952, 0.9972, 0.9976]"
i dont trust lazada anymore i ordered a lot but few are missing,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['i', 'dont', 'trust', 'lazada', 'anymore', 'i', 'ordered', 'a', 'lot', 'but', 'few', 'are', 'missing']",['lazada'],[[3]],['Negative'],"[[0.9984157085418701, 0.001176561345346272, 0.00040770467603579164]]",[0.9984]
its a great shopping platform but have some issue on refund its very slow when we want to cancel or change some information for a deal suggest to refund faster with 1224hrs when shop delivery not ship out this one have to learn from taobao they do it very fast even international case,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['its', 'a', 'great', 'shopping', 'platform', 'but', 'have', 'some', 'issue', 'on', 'refund', 'its', 'very', 'slow', 'when', 'we', 'want', 'to', 'cancel', 'or', 'change', 'some', 'information', 'for', 'a', 'deal', 'suggest', 'to', 'refund', 'faster', 'with', '1224hrs', 'when', 'shop', 'delivery', 'not', 'ship', 'out', 'this', 'one', 'have', 'to', 'learn', 'from', 'taobao', 'they', 'do', 'it', 'very', 'fast', 'even', 'international', 'case']","['refund', 'taobao']","[[10], [44]]","['Negative', 'Positive']","[[0.9963198900222778, 0.0025220499373972416, 0.0011579582933336496], [0.006066594738513231, 0.0013466537930071354, 0.9925867915153503]]","[0.9963, 0.9926]"
shopee has good and better deals than some other online shop apps esp the prices of products delivery service also one notch faster,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O']","['shopee', 'has', 'good', 'and', 'better', 'deals', 'than', 'some', 'other', 'online', 'shop', 'apps', 'esp', 'the', 'prices', 'of', 'products', 'delivery', 'service', 'also', 'one', 'notch', 'faster']","['prices', 'delivery service']","[[14], [17, 18]]","['Positive', 'Positive']","[[0.0013418546877801418, 0.0005510143819265068, 0.9981070756912231], [0.0016971779987215996, 0.0005152568337507546, 0.997787594795227]]","[0.9981, 0.9978]"
so far no bad experience so no complains it meets my online shopping requirements,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['so', 'far', 'no', 'bad', 'experience', 'so', 'no', 'complains', 'it', 'meets', 'my', 'online', 'shopping', 'requirements']",['experience'],[[4]],['Positive'],"[[0.0005377388442866504, 0.0004877402971033007, 0.9989745616912842]]",[0.999]
still cant process orders after 3 weeks,"['O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O']","['still', 'cant', 'process', 'orders', 'after', '3', 'weeks']",['process orders'],"[[2, 3]]",['Negative'],"[[0.9987298846244812, 0.0010766774648800492, 0.0001935228065121919]]",[0.9987]
"quality , the quality is really good , the material is not sure , but the fabric is the best , if it looks baggy , take one size bigger if you take the size that you actually wear , it ' s still because of the cutting , it ' s okay","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']","['quality', ',', 'the', 'quality', 'is', 'really', 'good', ',', 'the', 'material', 'is', 'not', 'sure', ',', 'but', 'the', 'fabric', 'is', 'the', 'best', ',', 'if', 'it', 'looks', 'baggy', ',', 'take', 'one', 'size', 'bigger', 'if', 'you', 'take', 'the', 'size', 'that', 'you', 'actually', 'wear', ',', 'it', ""'"", 's', 'still', 'because', 'of', 'the', 'cutting', ',', 'it', ""'"", 's', 'okay']","['material', 'fabric', 'cutting']","[[9], [16], [47]]","['Negative', 'Negative', 'Negative']","[[0.7977322936058044, 0.01777309738099575, 0.18449467420578003], [0.5519199967384338, 0.012750525958836079, 0.435329407453537], [0.9966930150985718, 0.0027653416618704796, 0.0005416205385699868]]","[0.7977, 0.5519, 0.9967]"
pretty good pricing delivery is rather slow though website is less lagyyyyy now hope it stays that way tks,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['pretty', 'good', 'pricing', 'delivery', 'is', 'rather', 'slow', 'though', 'website', 'is', 'less', 'lagyyyyy', 'now', 'hope', 'it', 'stays', 'that', 'way', 'tks']",['delivery'],[[3]],['Negative'],"[[0.9972814321517944, 0.001125587965361774, 0.0015929999062791467]]",[0.9973]
very convenient for shoppers,"['O', 'B-ASP', 'O', 'O']","['very', 'convenient', 'for', 'shoppers']",['convenient'],[[1]],['Positive'],"[[0.0031715023797005415, 0.0007520488579757512, 0.9960764050483704]]",[0.9961]
order receiving date is 051018 but still never received no proper information received from them very poor service,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['order', 'receiving', 'date', 'is', '051018', 'but', 'still', 'never', 'received', 'no', 'proper', 'information', 'received', 'from', 'them', 'very', 'poor', 'service']",['service'],[[17]],['Negative'],"[[0.9983986020088196, 0.0010694548254832625, 0.0005319257033988833]]",[0.9984]
payment problem saw a few reviews mentioned same thing but problem still persists app is not easy to use bad,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['payment', 'problem', 'saw', 'a', 'few', 'reviews', 'mentioned', 'same', 'thing', 'but', 'problem', 'still', 'persists', 'app', 'is', 'not', 'easy', 'to', 'use', 'bad']","['payment', 'app']","[[0], [13]]","['Negative', 'Negative']","[[0.9955371618270874, 0.00395114766433835, 0.0005117638502269983], [0.9982231259346008, 0.0014158413978293538, 0.0003609872073866427]]","[0.9955, 0.9982]"
some of the items price are even lower than aliexpress and qoo,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['some', 'of', 'the', 'items', 'price', 'are', 'even', 'lower', 'than', 'aliexpress', 'and', 'qoo']",['price'],[[4]],['Negative'],"[[0.9430883526802063, 0.0052958386950194836, 0.05161574110388756]]",[0.9431]
l size is too small,"['O', 'B-ASP', 'O', 'O', 'O']","['l', 'size', 'is', 'too', 'small']",['size'],[[1]],['Negative'],"[[0.998629093170166, 0.0011372113367542624, 0.00023364133085124195]]",[0.9986]
performancei love it its so pretty qualityjust i expected sound quality is awesome,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O']","['performancei', 'love', 'it', 'its', 'so', 'pretty', 'qualityjust', 'i', 'expected', 'sound', 'quality', 'is', 'awesome']","['performancei', 'sound quality']","[[0], [9, 10]]","['Positive', 'Positive']","[[0.002579392632469535, 0.0011610451620072126, 0.9962595701217651], [0.0018273178720846772, 0.001016831025481224, 0.9971557855606079]]","[0.9963, 0.9972]"
fast deliveryjust took 1 day,"['O', 'B-ASP', 'O', 'O', 'O']","['fast', 'deliveryjust', 'took', '1', 'day']",['deliveryjust'],[[1]],['Positive'],"[[0.007310790941119194, 0.0017929624300450087, 0.9908962845802307]]",[0.9909]
tq delivery tq seller good,"['O', 'B-ASP', 'O', 'B-ASP', 'O']","['tq', 'delivery', 'tq', 'seller', 'good']","['delivery', 'seller']","[[1], [3]]","['Positive', 'Positive']","[[0.04406049847602844, 0.0031812849920243025, 0.9527581930160522], [0.04504283890128136, 0.003163215471431613, 0.951793909072876]]","[0.9528, 0.9518]"
cant play any games keep leading me to the game starting page,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['cant', 'play', 'any', 'games', 'keep', 'leading', 'me', 'to', 'the', 'game', 'starting', 'page']",[],[],[],[],[]
"Wow , hehehe , I ' m very interested in the color , I ' ll order again , love it","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Wow', ',', 'hehehe', ',', 'I', ""'"", 'm', 'very', 'interested', 'in', 'the', 'color', ',', 'I', ""'"", 'll', 'order', 'again', ',', 'love', 'it']",['color'],[[11]],['Positive'],"[[0.0005396650522015989, 0.00037269643507897854, 0.9990876913070679]]",[0.9991]
good packing ordered 5pm yesterday arrived 2pm today very very fast delivery keep it up switch,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']","['good', 'packing', 'ordered', '5pm', 'yesterday', 'arrived', '2pm', 'today', 'very', 'very', 'fast', 'delivery', 'keep', 'it', 'up', 'switch']","['packing', 'delivery']","[[1], [11]]","['Positive', 'Positive']","[[0.0009659238276071846, 0.0005119704874232411, 0.9985221028327942], [0.001276071066968143, 0.0004932430456392467, 0.9982307553291321]]","[0.9985, 0.9982]"
always love sony products package safely arrived no dented at all kudos to seller and courier stay safe everyone dont hesitate to buy this,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['always', 'love', 'sony', 'products', 'package', 'safely', 'arrived', 'no', 'dented', 'at', 'all', 'kudos', 'to', 'seller', 'and', 'courier', 'stay', 'safe', 'everyone', 'dont', 'hesitate', 'to', 'buy', 'this']",['package'],[[4]],['Positive'],"[[0.0005072698695585132, 0.0003102771588601172, 0.999182403087616]]",[0.9992]
ive choose xxl but arrive look like size m,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ive', 'choose', 'xxl', 'but', 'arrive', 'look', 'like', 'size', 'm']",[],[],[],[],[]
only a negative side is received goods box with dented conditions,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['only', 'a', 'negative', 'side', 'is', 'received', 'goods', 'box', 'with', 'dented', 'conditions']",['box'],[[7]],['Negative'],"[[0.9987149238586426, 0.0010019015753641725, 0.00028325768653303385]]",[0.9987]
thanks seller good product and quality paduuuu bebsounds padu a gift for my father seller very friendly i will repeat next purchase,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['thanks', 'seller', 'good', 'product', 'and', 'quality', 'paduuuu', 'bebsounds', 'padu', 'a', 'gift', 'for', 'my', 'father', 'seller', 'very', 'friendly', 'i', 'will', 'repeat', 'next', 'purchase']","['paduuuu', 'seller']","[[6], [14]]","['Positive', 'Positive']","[[0.00047939064097590744, 0.0006109229288995266, 0.9989097118377686], [0.0005982299917377532, 0.000563472684007138, 0.9988383650779724]]","[0.9989, 0.9988]"
"why is the amount written in dollars , how can it be replaced with pesos ?","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['why', 'is', 'the', 'amount', 'written', 'in', 'dollars', ',', 'how', 'can', 'it', 'be', 'replaced', 'with', 'pesos', '?']",['amount'],[[3]],['Negative'],"[[0.9839473962783813, 0.01571989618241787, 0.0003327092563267797]]",[0.9839]
need to fix the issue of to long lagging and at times it hangs frequently,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['need', 'to', 'fix', 'the', 'issue', 'of', 'to', 'long', 'lagging', 'and', 'at', 'times', 'it', 'hangs', 'frequently']",['lagging'],[[8]],['Negative'],"[[0.9989312291145325, 0.0007983081159181893, 0.00027046454488299787]]",[0.9989]
learned abt this app through my friend easy to use they hv alot of sellers selling cheap and great stuffs been buying stuffs via shopee since last nov highly recommend app,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['learned', 'abt', 'this', 'app', 'through', 'my', 'friend', 'easy', 'to', 'use', 'they', 'hv', 'alot', 'of', 'sellers', 'selling', 'cheap', 'and', 'great', 'stuffs', 'been', 'buying', 'stuffs', 'via', 'shopee', 'since', 'last', 'nov', 'highly', 'recommend', 'app']",['app'],[[3]],['Positive'],"[[0.0006137206801213324, 0.00042171194218099117, 0.9989645481109619]]",[0.999]
good product quality good value for money fast delivery,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['good', 'product', 'quality', 'good', 'value', 'for', 'money', 'fast', 'delivery']","['quality', 'delivery']","[[2], [8]]","['Positive', 'Positive']","[[0.0009552926640026271, 0.0006834255764260888, 0.9983612895011902], [0.0015168810496106744, 0.0008664719644002616, 0.9976166486740112]]","[0.9984, 0.9976]"
performanceworking good qualitysound quality material is good my son really likes it and noise cancellation is good likes it for listening to music no worry to buy this item,"['B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performanceworking', 'good', 'qualitysound', 'quality', 'material', 'is', 'good', 'my', 'son', 'really', 'likes', 'it', 'and', 'noise', 'cancellation', 'is', 'good', 'likes', 'it', 'for', 'listening', 'to', 'music', 'no', 'worry', 'to', 'buy', 'this', 'item']","['performanceworking', 'quality material', 'noise cancellation']","[[0], [3, 4], [13, 14]]","['Positive', 'Positive', 'Positive']","[[0.0004788068763446063, 0.0005930602783337235, 0.9989281296730042], [0.0003106165095232427, 0.00041535720811225474, 0.9992740750312805], [0.0003228946588933468, 0.00042284902883693576, 0.9992542862892151]]","[0.9989, 0.9993, 0.9993]"
parcel received in good condition material and quality very nice purple color very nicely,"['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']","['parcel', 'received', 'in', 'good', 'condition', 'material', 'and', 'quality', 'very', 'nice', 'purple', 'color', 'very', 'nicely']","['material', 'color']","[[5], [11]]","['Positive', 'Positive']","[[0.0005211897077970207, 0.0003660435904748738, 0.9991127848625183], [0.0006987233646214008, 0.000355753320036456, 0.9989455342292786]]","[0.9991, 0.9989]"
like it as convenient,"['O', 'O', 'O', 'B-ASP']","['like', 'it', 'as', 'convenient']",['convenient'],[[3]],['Positive'],"[[0.00978485494852066, 0.0011779818451032043, 0.9890372157096863]]",[0.989]
easy to shop and browse returned cashback in coins can be accumulated to offsets futures purchase overall experience is great and fast customer service support,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O']","['easy', 'to', 'shop', 'and', 'browse', 'returned', 'cashback', 'in', 'coins', 'can', 'be', 'accumulated', 'to', 'offsets', 'futures', 'purchase', 'overall', 'experience', 'is', 'great', 'and', 'fast', 'customer', 'service', 'support']","['cashback', 'customer service']","[[6], [22, 23]]","['Neutral', 'Positive']","[[0.10981744527816772, 0.8355714082717896, 0.05461115762591362], [0.00023784990480635315, 0.0019223669078201056, 0.9978398084640503]]","[0.8356, 0.9978]"
